10250.0	7300.0	25.899862
10300.0	7300.0	25.908607
10350.0	7300.0	25.92605
10400.0	7300.0	25.951012
10450.0	7300.0	25.965086
10500.0	7300.0	25.9541
10550.0	7300.0	25.91326
10600.0	7300.0	25.855053
10650.0	7300.0	25.775278
10700.0	7300.0	25.678383
10750.0	7300.0	25.565083
10800.0	7300.0	25.456221
10850.0	7300.0	25.367199
10900.0	7300.0	25.307133
10950.0	7300.0	25.275648
11000.0	7300.0	25.271854
11050.0	7300.0	25.292387
11100.0	7300.0	25.333647
11150.0	7300.0	25.374775
11200.0	7300.0	25.392843
11250.0	7300.0	25.392159
11300.0	7300.0	25.364098
11350.0	7300.0	25.304485
11400.0	7300.0	25.218872
11450.0	7300.0	25.112123
11500.0	7300.0	24.975319
11550.0	7300.0	24.81933
11600.0	7300.0	24.662823
11650.0	7300.0	24.519529
11700.0	7300.0	24.381493
11750.0	7300.0	24.250544
11800.0	7300.0	24.131008
11850.0	7300.0	24.020468
11900.0	7300.0	23.917007
11950.0	7300.0	23.817165
12000.0	7300.0	23.714664
12050.0	7300.0	23.598125
12100.0	7300.0	23.471628
12150.0	7300.0	23.345552
12200.0	7300.0	23.225424
12250.0	7300.0	23.104757
12300.0	7300.0	22.977655
12350.0	7300.0	22.828724
12400.0	7300.0	22.655136
12450.0	7300.0	22.46443
12500.0	7300.0	22.262672
12550.0	7300.0	22.053804
12600.0	7300.0	21.835234
12650.0	7300.0	21.611488
12700.0	7300.0	21.391989
12750.0	7300.0	21.183117
12800.0	7300.0	20.988676
12850.0	7300.0	20.806997
12900.0	7300.0	20.642382
12950.0	7300.0	20.477324
13000.0	7300.0	20.304434
13050.0	7300.0	20.119524
13100.0	7300.0	19.923746
13150.0	7300.0	19.719952
13200.0	7300.0	19.517637
13250.0	7300.0	19.319689
13300.0	7300.0	19.123928
13350.0	7300.0	18.910816
13400.0	7300.0	18.664701
13450.0	7300.0	18.378365
13500.0	7300.0	18.059782
13550.0	7300.0	17.721447
13600.0	7300.0	17.372959
13650.0	7300.0	17.025761
13700.0	7300.0	16.68383
13750.0	7300.0	16.339504
13800.0	7300.0	15.990396
13850.0	7300.0	15.630732
13900.0	7300.0	15.259489
13950.0	7300.0	14.866676
14000.0	7300.0	14.4623
14050.0	7300.0	14.055974
14100.0	7300.0	13.66188
14150.0	7300.0	13.285531
14200.0	7300.0	12.919182
14250.0	7300.0	12.559219
14300.0	7300.0	12.199385
14350.0	7300.0	11.838085
14400.0	7300.0	11.466744
14450.0	7300.0	11.082942
14500.0	7300.0	10.695422
14550.0	7300.0	10.310247
14600.0	7300.0	9.937078
14650.0	7300.0	9.565083
14700.0	7300.0	9.199114
14750.0	7300.0	8.83941
14800.0	7300.0	8.49448
14850.0	7300.0	8.1705
14900.0	7300.0	7.869896
14950.0	7300.0	7.599213
15000.0	7300.0	7.359372
15050.0	7300.0	7.154693
15100.0	7300.0	6.979379
15150.0	7300.0	6.819138
15200.0	7300.0	6.663808
15250.0	7300.0	6.500267
15300.0	7300.0	6.331091
15350.0	7300.0	6.158823
15400.0	7300.0	5.988489
15450.0	7300.0	5.81425
15500.0	7300.0	5.630721
15550.0	7300.0	5.435919
15600.0	7300.0	5.228323
15650.0	7300.0	5.004535
15700.0	7300.0	4.759102
15750.0	7300.0	4.491118
15800.0	7300.0	4.199846
15850.0	7300.0	3.887206
15900.0	7300.0	3.569597
15950.0	7300.0	3.260377
16000.0	7300.0	2.967788
16050.0	7300.0	2.690881
16100.0	7300.0	2.430182
16150.0	7300.0	2.176693
16200.0	7300.0	1.918884
16250.0	7300.0	1.664522
16300.0	7300.0	1.43072
16350.0	7300.0	1.222933
16400.0	7300.0	1.0451
16450.0	7300.0	0.903779
16500.0	7300.0	0.798694
16550.0	7300.0	0.720268
16600.0	7300.0	0.648533
16650.0	7300.0	0.58467
16700.0	7300.0	0.516837
16750.0	7300.0	0.435196
16800.0	7300.0	0.341848
16850.0	7300.0	0.237643
16900.0	7300.0	0.115987
16950.0	7300.0	-0.013974
17000.0	7300.0	-0.137637
17050.0	7300.0	-0.250947
17100.0	7300.0	-0.362362
17150.0	7300.0	-0.47475
17200.0	7300.0	-0.580349
17250.0	7300.0	-0.670387
17300.0	7300.0	-0.744113
17350.0	7300.0	-0.81677
17400.0	7300.0	-0.878079
17450.0	7300.0	-0.924545
17500.0	7300.0	-0.959399
17550.0	7300.0	-0.982211
17600.0	7300.0	-1.003594
17650.0	7300.0	-1.036895
17700.0	7300.0	-1.089366
17750.0	7300.0	-1.166252
17800.0	7300.0	-1.265925
17850.0	7300.0	-1.380919
17900.0	7300.0	-1.505101
17950.0	7300.0	-1.626195
18000.0	7300.0	-1.729738
18050.0	7300.0	-1.796844
18100.0	7300.0	-1.821748
18150.0	7300.0	-1.801827
18200.0	7300.0	-1.753089
18250.0	7300.0	-1.69858
18300.0	7300.0	-1.645162
10250.0	7350.0	25.925892
10300.0	7350.0	25.929852
10350.0	7350.0	25.929293
10400.0	7350.0	25.922873
10450.0	7350.0	25.906929
10500.0	7350.0	25.880232
10550.0	7350.0	25.851648
10600.0	7350.0	25.802042
10650.0	7350.0	25.739998
10700.0	7350.0	25.666721
10750.0	7350.0	25.592262
10800.0	7350.0	25.52107
10850.0	7350.0	25.459333
10900.0	7350.0	25.403376
10950.0	7350.0	25.369955
11000.0	7350.0	25.359779
11050.0	7350.0	25.365091
11100.0	7350.0	25.372171
11150.0	7350.0	25.370262
11200.0	7350.0	25.365387
11250.0	7350.0	25.340374
11300.0	7350.0	25.295546
11350.0	7350.0	25.234045
11400.0	7350.0	25.151937
11450.0	7350.0	25.048742
11500.0	7350.0	24.938072
11550.0	7350.0	24.81918
11600.0	7350.0	24.699274
11650.0	7350.0	24.574789
11700.0	7350.0	24.458914
11750.0	7350.0	24.349041
11800.0	7350.0	24.235697
11850.0	7350.0	24.126284
11900.0	7350.0	24.018669
11950.0	7350.0	23.906984
12000.0	7350.0	23.788818
12050.0	7350.0	23.670332
12100.0	7350.0	23.546799
12150.0	7350.0	23.414898
12200.0	7350.0	23.279398
12250.0	7350.0	23.141426
12300.0	7350.0	22.997236
12350.0	7350.0	22.847395
12400.0	7350.0	22.692364
12450.0	7350.0	22.520607
12500.0	7350.0	22.338577
12550.0	7350.0	22.146212
12600.0	7350.0	21.953787
12650.0	7350.0	21.759533
12700.0	7350.0	21.562239
12750.0	7350.0	21.366854
12800.0	7350.0	21.17807
12850.0	7350.0	20.996361
12900.0	7350.0	20.812599
12950.0	7350.0	20.62941
13000.0	7350.0	20.441362
13050.0	7350.0	20.242237
13100.0	7350.0	20.031628
13150.0	7350.0	19.816416
13200.0	7350.0	19.596909
13250.0	7350.0	19.366758
13300.0	7350.0	19.122459
13350.0	7350.0	18.863909
13400.0	7350.0	18.593069
13450.0	7350.0	18.304163
13500.0	7350.0	17.996403
13550.0	7350.0	17.672215
13600.0	7350.0	17.34272
13650.0	7350.0	17.00564
